tourney_name,draw_size,tourney_date,match-num,Player1_name,Player1_hand,Player1_ht,Player1_nat,Player1_age,Player1_rank,Player1_rankpoints,score,best_of,round,Player2_name,Player2_hand,Player2_ht,Player2_nat,Player2_age,Player2_rank,Player2_rankpoints,winner
2001 World Championships,16,20010423,1,Wang Liqin,R,185,CHN,22,1,2361,20-22 21-17 21-16 21-16,5,R16,Jurgen Persson,R,186,SWE,35,13,1903,1
2001 World Championships,16,20010423,2,Kim Taek-soo,R,175,KOR,30,7,2044,21-16 21-17 21-16,5,R16,Zoran Primorac,R,186,CRO,31,9,2021,1
2001 World Championships,16,20010423,3,Lui Guoliang,R,168,CHN,25,8,2040,21-12 21-10 21-11,5,R16,Adrian Crisan ,R,185,ROM,20,45,1528,1
2001 World Championships,16,20010423,4,Chiang Peng-lung,R,184,TPE,24,4,2099,21-18 21-16 21-18,5,R16,Timo Boll,L,181,GER,20,27,1688,1
2001 World Championships,16,20010423,5,Ma Lin,R,174,CHN,21,3,2131,21-14 21-10 21-23 21-18,5,R16,Jurg Rosskopf,L,182,GER,31,14,1883,1
2001 World Championships,16,20010423,6,Werner Schlager,R,176,AUT,28,10,1998,20-22 22-20 17-21 10-21,5,R16,Liu Guozheng,R,168,CHN,21,4,2099,0
2001 World Championships,16,20010423,7,Vladimir Samsonov,R,190,BLR,25,6,2070,21-8 21-14 21-18,5,R16,Jan-Ove Waldner,R,179,SWE,35,11,1923,1
2001 World Championships,16,20010423,8,Patrick Chila,L,180,FRA,31,24,1698,14-21 9-21 12-21,5,R16,Kong Linghui,R,174,CHN,25,2,2180,0
2001 World Championships,16,20010423,9,Wang Liqin,R,185,CHN,22,1,2361,15-21 21-14 21-16 21-13,5,QF,Kim Taek-soo,R,175,KOR,30,7,2044,1
2001 World Championships,16,20010423,10,Lui Guoliang,R,168,CHN,25,8,2040,21-12 17-21 6-21 19-21,5,QF,Chiang Peng-lung,R,184,TPE,24,4,2099,0
2001 World Championships,16,20010423,11,Ma Lin,R,174,CHN,21,3,2131,21-19 21-13 10-21 14-21 21-19,5,QF,Liu Guozheng,R,168,CHN,21,4,2099,1
2001 World Championships,16,20010423,12,Vladimir Samsonov,R,190,BLR,25,6,2070,15-21 10-21 21-11 20-22,5,QF,Kong Linghui,R,174,CHN,25,2,2180,0
2001 World Championships,16,20010423,13,Wang Liqin,R,185,CHN,22,1,2361,21-13 24-22 21-14,5,SF,Chiang Peng-lung,R,184,TPE,24,4,2099,1
2001 World Championships,16,20010423,14,Ma Lin,R,174,CHN,21,3,2131,21-14 17-21 13-21 15-21,5,SF,Kong Linghui,R,174,CHN,25,2,2180,0
2001 World Championships,16,20010423,15,Wang Liqin,R,185,CHN,22,1,2361,11-21 11-21 21-16 21-13 21-13,5,F,Kong Linghui,R,174,CHN,25,2,2180,1
2003 World Championships,16,20030519,1,Qui Yike,R,173,CHN,17,40,1673,11-6 11-8 9-11 11-6 9-11 11-8,7,R16,Adrian Crisan ,R,185,ROM,22,52,1565,1
2003 World Championships,16,20030519,2,Oh Sang-eun,R,186,KOR,26,13,1913,8-11 11-6 11-8 7-11 10-12 6-11,7,R16,Kong Linghui,R,174,CHN,27,8,2089,0
2003 World Championships,16,20030519,3,Werner Schlager,R,176,AUT,30,6,2125,5-11 11-3 13-11 12-10 10-12 11-8,7,R16,Kim Taek-soo,R,175,KOR,32,20,1844,1
2003 World Championships,16,20030519,4,Chiang Peng-lung,R,184,TPE,26,11,1946,6-11 11-4 1-11 10-12 11-6 6-11,7,R16,Wang Liqin,R,185,CHN,24,4,2174,0
2003 World Championships,16,20030519,5,Kalinakos Kreanga,R,168,GRE,31,9,2005,8-11 11-6 11-1 13-15 11-9 7-11 11-5,7,R16,Vladimir Samsonov,R,190,BLR,27,3,2188,1
2003 World Championships,16,20030519,6,Chen Weixing,R,173,AUT,31,42,1661,5-11 11-9 12-10 11-13 9-11 11-4 11-9,7,R16,Wang Hao,R,175,CHN,19,7,2111,1
2003 World Championships,16,20030519,7,Chuang Chih-yuan,R,169,TPE,22,5,2147,5-11 11-6 2-11 9-11 6-11,7,R16,Joo Sae-hyuk,R,180,KOR,23,61,1532,0
2003 World Championships,16,20030519,8,Fredrik Hakansson,R,181,SWE,27,36,1708,12-10 5-11 11-9 4-11 1-11 3-11,7,R16,Ma Lin,R,174,CHN,23,2,2271,0
2003 World Championships,16,20030519,9,Qui Yike,R,173,CHN,17,40,1673,1-11 9-11 11-4 1-11 8-11,7,QF,Kong Linghui,R,174,CHN,27,8,2089,0
2003 World Championships,16,20030519,10,Werner Schlager,R,176,AUT,30,6,2125,5-11 11-5 8-11 13-15 11-9 13-11 11-5,7,QF,Wang Liqin,R,185,CHN,24,4,2174,1
2003 World Championships,16,20030519,11,Kalinakos Kreanga,R,168,GRE,31,9,2005,12-10 11-9 11-8 11-7,7,QF,Chen Weixing,R,173,AUT,31,42,1661,1
2003 World Championships,16,20030519,12,Joo Sae-hyuk,R,180,KOR,23,61,1532,13-11 10-12 8-11 11-9 6-11 11-8 11-9,7,QF,Ma Lin,R,174,CHN,23,2,2271,1
2003 World Championships,16,20030519,13,Kong Linghui,R,174,CHN,27,8,2089,9-11 11-7 10-12 8-11 11-8 11-7 12-14,7,SF,Werner Schlager,R,176,AUT,30,6,2125,0
2003 World Championships,16,20030519,14,Kalinakos Kreanga,R,168,GRE,31,9,2005,5-11 11-3 7-11 8-11 10-12,7,SF,Joo Sae-hyuk,R,180,KOR,23,61,1532,0
2003 World Championships,16,20030519,15,Werner Schlager,R,176,AUT,30,6,2125,11-9 11-6 6-11 12-10 8-11 12-10,7,F,Joo Sae-hyuk,R,180,KOR,23,61,1532,1
Setka,301,20220610,1,Marchuk M.,R,,UKR,,,,11-8 11-6 6-11 11-8 ,5,RR,Polysynskyi M.,R,,UKR,,,,1
Setka,301,20220610,2,Sokolov S.,R,,UKR,,,,12-14 8-11 5-11  ,5,RR,Sachuk S.,R,,UKR,,,,0
Setka,301,20220610,3,Samofal Y.,R,,UKR,,,,4-11 11-5 11-6 11-9 ,5,RR,Bambutsa R.,R,,UKR,,,,1
Setka,301,20220610,4,Kyilo V.,R,,UKR,,,,6-11 11-1 15-13 11-7 ,5,RR,Chernyshov D.,R,,UKR,,,,1
Setka,301,20220610,5,Polysynskyi M.,R,,UKR,,,,12-10 11-9 11-6  ,5,RR,Kostiuk B.,R,,UKR,,,,1
Setka,301,20220610,6,Sachuk S.,R,,UKR,,,,11-9 11-9 5-11 10-12 0-11,5,RR,Diachenko M.,R,,UKR,,,,0
Setka,301,20220610,7,Balakiriev M.,R,,UKR,,,,11-8 11-7 3-11 11-9 ,5,RR,Marchuk M.,R,,UKR,,,,1
Setka,301,20220610,8,Hryshchenko O.,L,,UKR,,,,11-8 7-11 11-3 9-11 11-9,5,RR,Sokolov S.,L,,UKR,,,,1
Setka,301,20220610,9,Samofal Y.,R,,UKR,,,,9-11 9-11 8-11  ,5,RR,Polysynskyi M.,R,,UKR,,,,0
Setka,301,20220610,10,Kyilo V.,R,,UKR,,,,9-11 5-11 11-7 11-6 9-11,5,RR,Sachuk S.,R,,UKR,,,,0
Setka,301,20220610,11,Marchuk M.,R,,UKR,,,,11-6 13-11 11-3  ,5,RR,Bambutsa R.,R,,UKR,,,,1
Setka,301,20220610,12,Sokolov S.,R,,UKR,,,,11-7 12-10 5-11 6-11 11-9,5,RR,Chernyshov D.,R,,UKR,,,,1
Setka,301,20220610,13,Balakiriev M.,R,,UKR,,,,11-5 13-11 7-11 8-11 11-8,5,RR,Kostiuk B.,R,,UKR,,,,1
Setka,301,20220610,14,Hryshchenko O.,R,,UKR,,,,11-7 11-5 9-11 8-11 12-10,5,RR,Diachenko M.,R,,UKR,,,,1
Setka,301,20220610,15,Samofal Y.,R,,UKR,,,,3-11 3-11 9-11  ,5,RR,Marchuk M.,R,,UKR,,,,0
Setka,301,20220610,16,Kyilo V.,R,,UKR,,,,10-12 8-11 11-7 11-5 8-11,5,RR,Sokolov S.,R,,UKR,,,,0
Setka,301,20220610,17,Balakiriev M.,R,,UKR,,,,11-5 11-8 9-11 6-11 11-5,5,RR,Polysynskyi M.,R,,UKR,,,,1
Setka,301,20220610,18,Hryshchenko O.,R,,UKR,,,,11-9 11-5 13-15 6-11 11-9,5,RR,Sachuk S.,R,,UKR,,,,1
Setka,301,20220610,19,Bambutsa R.,R,,UKR,,,,7-11 13-11 11-8 11-8 ,5,RR,Kostiuk B.,R,,UKR,,,,1
Setka,301,20220610,20,Chernyshov D.,R,,UKR,,,,12-10 8-11 3-11 6-11 ,5,RR,Diachenko M.,R,,UKR,,,,0
Setka,301,20220610,21,Samofal Y.,R,,UKR,,,,7-11 15-13 11-8 4-11 11-9,5,RR,Balakiriev M.,R,,UKR,,,,1
Setka,301,20220610,22,Kyilo V.,R,,UKR,,,,9-11 12-10 11-5 11-9 ,5,RR,Hryshchenko O.,R,,UKR,,,,1
Setka,301,20220610,23,Marchuk M.,R,,UKR,,,,6-11 8-11 11-7 11-6 15-13,5,RR,Kostiuk B.,R,,UKR,,,,1
Setka,301,20220610,24,Sokolov S.,R,,UKR,,,,7-11 8-11 11-6 11-6 6-11,5,RR,Diachenko M.,R,,UKR,,,,0
Setka,301,20220610,25,Baday M.,R,,UKR,,,,10-12 11-9 11-8 11-7 ,5,RR,Tupyk M.,R,,UKR,,,,1
Setka,301,20220610,26,Polysynskyi M.,R,,UKR,,,,11-7 6-11 11-8 6-11 11-6,5,RR,Bambutsa R.,R,,UKR,,,,1
Setka,301,20220610,27,Lutskyi V.,R,,UKR,,,,10-12 11-3 11-1 9-11 12-10,5,RR,Maltsev D.,R,,UKR,,,,1
Setka,301,20220610,28,Hordiichuk O.,R,,UKR,,,,11-7 14-12 9-11 12-10 ,5,RR,Kuzmych V.,R,,UKR,,,,1
Setka,301,20220610,29,Sachuk S.,R,,UKR,,,,11-6 7-11 11-5 7-11 11-9,5,RR,Chernyshov D.,R,,UKR,,,,1
Setka,301,20220610,30,Sedin V.,R,,UKR,,,,7-11 12-14 9-11  ,5,RR,Zaitsev O.,R,,UKR,,,,0
Setka,301,20220610,31,Vons V.,R,,UKR,,,,12-10 12-10 6-11 11-4 ,5,RR,Daragan S.,R,,UKR,,,,1
Setka,301,20220610,32,Torba R.,R,,UKR,,,,18-16 11-8 7-11 9-11 6-11,5,RR,Nikolenko S.,R,,UKR,,,,0
Setka,301,20220610,33,Fedoryshyn I.,R,,UKR,,,,11-6 11-6 11-4  ,5,RR,Tupyk M.,R,,UKR,,,,1
Setka,301,20220610,34,Stukalov V.,L,,UKR,,,,9-11 11-8 11-4 11-7 ,5,RR,Yurenev O.,R,,UKR,,,,1
Setka,301,20220610,35,Skripnik S.,L,,UKR,,,,11-4 7-11 11-8 3-11 9-11,5,RR,Mishchenko V.,R,,UKR,,,,0
Setka,301,20220610,36,Fylypiv R.,R,,UKR,,,,11-6 12-10 11-13 10-12 11-9,5,RR,Slozka M.,R,,UKR,,,,1
Setka,301,20220610,37,Romanenko I.,R,,UKR,,,,7-11 3-11 11-4 8-11 ,5,RR,Semipeadnii V.,R,,UKR,,,,0
Setka,301,20220610,38,Rak S.,R,,UKR,,,,11-9 11-8 11-7  ,5,RR,Nakliutskyi A.,L,,UKR,,,,1
Setka,301,20220610,39,Baday M.,R,,UKR,,,,11-4 11-8 11-8  ,5,RR,Sedin V.,R,,UKR,,,,1
Setka,301,20220610,40,Yakubov M.,R,,UKR,,,,11-13 9-11 11-7 9-11 ,5,RR,Ponomarenko O.,R,,UKR,,,,0
Setka,301,20220610,41,Kolbasenko O.,R,,UKR,,,,9-11 12-10 11-8 11-4 ,5,RR,Mrykh M.,R,,UKR,,,,1
Setka,301,20220610,42,Lutskyi V.,R,,UKR,,,,17-15 11-5 9-11 10-12 11-8,5,RR,Daragan S.,R,,UKR,,,,1
Setka,301,20220610,43,Mul S.,R,,UKR,,,,11-5 11-4 11-8  ,5,RR,Lipkan D.,R,,UKR,,,,1
Setka,301,20220610,44,Turek T.,R,,UKR,,,,11-9 9-11 9-11 11-9 10-12,5,RR,Marko J.,R,,UKR,,,,0
Setka,301,20220610,45,Hordiichuk O.,R,,UKR,,,,6-11 7-11 8-11  ,5,RR,Nikolenko S.,R,,UKR,,,,0
Setka,301,20220610,46,Masko Y.,R,,UKR,,,,9-11 8-11 11-7 12-14 ,5,RR,Cherevko R.,R,,UKR,,,,0
Setka,301,20220610,47,Fedoryshyn I.,R,,UKR,,,,11-8 7-11 9-11 7-11 ,5,RR,Zaitsev O.,R,,UKR,,,,0
Setka,301,20220610,48,Tsoi K.,R,,UKR,,,,7-11 7-11 3-11  ,5,RR,Kunchurov D.,R,,UKR,,,,0
Setka,301,20220610,49,Sklyarenko A.,R,,UKR,,,,11-7 13-15 12-10 11-6 ,5,RR,Nadporozhskyi O.,R,,UKR,,,,1
Setka,301,20220610,50,Hrstka T.,R,,UKR,,,,13-11 7-11 8-11 7-11 ,5,RR,Brozek M.,R,,UKR,,,,0
Setka,301,20220610,51,Dubrovin V.,R,,UKR,,,,11-6 10-12 11-5 11-3 ,5,RR,Shkepu S.,R,,UKR,,,,1
Setka,301,20220610,52,Mikus D.,R,,UKR,,,,11-9 11-2 13-11  ,5,RR,Papirnik O.,R,,UKR,,,,1
Setka,301,20220610,53,Slozka M.,R,,UKR,,,,7-11 11-9 11-7 9-11 11-5,5,RR,Maltsev D.,R,,UKR,,,,1
Setka,301,20220610,54,Melnik V.,R,,UKR,,,,7-11 12-14 6-11  ,5,RR,Horbanenko O.,R,,UKR,,,,0
Setka,301,20220610,55,Nakliutskyi A.,R,,UKR,,,,11-6 5-11 11-6 4-11 11-7,5,RR,Kuzmych V.,R,,UKR,,,,1
Setka,301,20220610,56,Sedin V.,R,,UKR,,,,9-11 7-11 11-3 11-4 11-6,5,RR,Tupyk M.,R,,UKR,,,,1
Setka,301,20220610,57,Stukalov V.,R,,UKR,,,,11-7 10-12 12-10 12-10 ,5,RR,Ponomarenko O.,R,,UKR,,,,1
Setka,301,20220610,58,Skripnik S.,R,,UKR,,,,11-7 6-11 11-8 5-11 9-11,5,RR,Mrykh M.,R,,UKR,,,,0
Setka,301,20220610,59,Lukes T.,R,,UKR,,,,11-1 8-11 11-6 9-11 10-12,5,RR,Herink J.,R,,UKR,,,,0
Setka,301,20220610,60,Cechvala R.,R,,UKR,,,,7-11 11-5 10-12 9-11 ,5,RR,Zachar M.,R,,UKR,,,,0
Setka,301,20220610,61,Romanenko I.,R,,UKR,,,,11-5 11-5 4-11 11-8 ,5,RR,Lipkan D.,R,,UKR,,,,1
Setka,301,20220610,62,Vons V.,R,,UKR,,,,11-2 11-8 9-11 6-11 12-10,5,RR,Fylypiv R.,R,,UKR,,,,1
Setka,301,20220610,63,Torba R.,R,,UKR,,,,11-4 11-6 12-14 11-9 ,5,RR,Rak S.,R,,UKR,,,,1
Setka,301,20220610,64,Zemiantsev S.,R,,UKR,,,,7-11 11-9 5-11 15-17 ,5,RR,Baranovskiy S.,L,,UKR,,,,0
Setka,301,20220610,65,Baday M.,R,,UKR,,,,11-6 8-11 11-3 11-8 ,5,RR,Zaitsev O.,L,,UKR,,,,1
Setka,301,20220610,66,Kunchurov D.,R,,UKR,,,,12-10 11-7 11-3  ,5,RR,Yurenev O.,R,,UKR,,,,1
Setka,301,20220610,67,Nadporozhskyi O.,R,,UKR,,,,5-11 12-10 7-11 10-12 ,5,RR,Mishchenko V.,R,,UKR,,,,0
Setka,301,20220610,68,Hrstka T.,L,,UKR,,,,6-11 2-11 14-12 6-11 ,5,RR,Herink J.,R,,UKR,,,,0
Setka,301,20220610,69,Lutskyi V.,R,,UKR,,,,11-6 5-11 13-11 6-11 11-4,5,RR,Slozka M.,R,,UKR,,,,1
Setka,301,20220610,70,Shkepu S.,R,,UKR,,,,11-2 11-4 13-11  ,5,RR,Semipeadnii V.,R,,UKR,,,,1
Setka,301,20220610,71,Turek T.,R,,UKR,,,,8-11 11-7 8-11 9-11 ,5,RR,Papirnik O.,R,,UKR,,,,0
Setka,301,20220610,72,Hordiichuk O.,R,,UKR,,,,11-9 11-6 11-7  ,5,RR,Nakliutskyi A.,R,,UKR,,,,1
Setka,301,20220610,73,Masko Y.,R,,UKR,,,,11-8 8-11 6-11 11-5 11-9,5,RR,Horbanenko O.,R,,UKR,,,,1
Setka,301,20220610,74,Fedoryshyn I.,R,,UKR,,,,11-3 11-8 11-7  ,5,RR,Sedin V.,R,,UKR,,,,1
Setka,301,20220610,75,Yakubov M.,R,,UKR,,,,18-16 11-13 7-11 11-3 11-6,5,RR,Tsoi K.,R,,UKR,,,,1
Setka,301,20220610,76,Kolbasenko O.,R,,UKR,,,,13-11 9-11 8-11 7-11 ,5,RR,Sklyarenko A.,R,,UKR,,,,0
Setka,301,20220610,77,Lukes T.,R,,UKR,,,,5-11 11-3 11-5 11-4 ,5,RR,Brozek M.,R,,UKR,,,,1
Setka,301,20220610,78,Fylypiv R.,R,,UKR,,,,11-7 11-6 12-10  ,5,RR,Daragan S.,R,,UKR,,,,1
Setka,301,20220610,79,Mul S.,R,,UKR,,,,11-13 11-7 7-11 11-5 12-10,5,RR,Dubrovin V.,R,,UKR,,,,1
Setka,301,20220610,80,Zachar M.,R,,UKR,,,,7-11 6-11 6-11  ,5,RR,Marko J.,R,,UKR,,,,0
Setka,301,20220610,81,Baranovskiy S.,R,,UKR,,,,11-6 12-10 8-11 11-8 ,5,RR,Cherevko R.,R,,UKR,,,,1
Setka,301,20220610,82,Rak S.,R,,UKR,,,,11-5 9-11 11-6 11-7 ,5,RR,Nikolenko S.,R,,UKR,,,,1
Setka,301,20220610,83,Stukalov V.,R,,UKR,,,,11-8 11-13 11-9 8-11 8-11,5,RR,Kunchurov D.,R,,UKR,,,,0
Setka,301,20220610,84,Zaitsev O.,R,,UKR,,,,7-11 11-3 7-11 11-6 8-11,5,RR,Tupyk M.,R,,UKR,,,,0
Setka,301,20220610,85,Skripnik S.,R,,UKR,,,,11-6 11-13 11-5 8-11 11-7,5,RR,Nadporozhskyi O.,R,,UKR,,,,1
Setka,301,20220610,86,Hrstka T.,R,,UKR,,,,3-11 10-12 11-6 11-6 12-10,5,RR,Lukes T.,R,,UKR,,,,1
Setka,301,20220610,87,Mikus D.,R,,UKR,,,,21-23 4-11 7-11  ,5,RR,Cechvala R.,R,,UKR,,,,0
Setka,301,20220610,88,Romanenko I.,R,,UKR,,,,11-9 9-11 11-6 11-9 ,5,RR,Shkepu S.,R,,UKR,,,,1
Setka,301,20220610,89,Vons V.,R,,UKR,,,,11-8 3-11 5-11 11-6 6-11,5,RR,Maltsev D.,R,,UKR,,,,0
Setka,301,20220610,90,Melnik V.,R,,UKR,,,,5-11 11-6 8-11 7-11 ,5,RR,Zemiantsev S.,R,,UKR,,,,0
Setka,301,20220610,91,Torba R.,R,,UKR,,,,11-9 11-4 11-13 6-11 11-3,5,RR,Kuzmych V.,R,,UKR,,,,1
Setka,301,20220610,92,Fedoryshyn I.,R,,UKR,,,,17-19 8-11 8-11  ,5,RR,Baday M.,R,,UKR,,,,0
Setka,301,20220610,93,Sklyarenko A.,R,,UKR,,,,8-11 13-11 11-3 5-11 11-6,5,RR,Mrykh M.,R,,UKR,,,,1
Setka,301,20220610,94,Tsoi K.,R,,UKR,,,,11-7 7-11 11-9 7-11 7-11,5,RR,Ponomarenko O.,R,,UKR,,,,0
Setka,301,20220610,95,Herink J.,R,,UKR,,,,6-11 11-5 11-9 11-4 ,5,RR,Brozek M.,R,,UKR,,,,1
Setka,301,20220610,96,Dubrovin V.,R,,UKR,,,,11-9 10-12 11-3 12-10 ,5,RR,Lipkan D.,R,,UKR,,,,1
Setka,301,20220610,97,Lutskyi V.,R,,UKR,,,,9-11 11-13 11-5 9-11 ,5,RR,Fylypiv R.,R,,UKR,,,,0
Setka,301,20220610,98,Turek T.,L,,UKR,,,,4-11 11-8 11-6 11-8 ,5,RR,Zachar M.,L,,UKR,,,,1
Setka,301,20220610,99,Hordiichuk O.,R,,UKR,,,,7-11 7-11 11-5 8-11 ,5,RR,Rak S.,R,,UKR,,,,0
Setka,301,20220610,100,Masko Y.,R,,UKR,,,,11-3 4-11 11-7 11-8 ,5,RR,Baranovskiy S.,R,,UKR,,,,1
Setka,301,20220610,101,Sedin V.,R,,UKR,,,,11-9 11-8 11-6  ,5,RR,Fedoryshyn I.,R,,UKR,,,,1
Setka,301,20220610,102,Yakubov M.,R,,UKR,,,,10-12 5-11 16-14 7-11 ,5,RR,Yurenev O.,R,,UKR,,,,0
Setka,301,20220610,103,Kolbasenko O.,R,,UKR,,,,11-7 5-11 12-10 11-8 ,5,RR,Mishchenko V.,R,,UKR,,,,1
Setka,301,20220610,104,Brozek M.,R,,UKR,,,,11-8 11-6 11-9  ,5,RR,Hrstka T.,R,,UKR,,,,1
Setka,301,20220610,105,Cechvala R.,R,,UKR,,,,11-8 9-11 8-11 11-4 11-7,5,RR,Papirnik O.,R,,UKR,,,,1
Setka,301,20220610,106,Mul S.,R,,UKR,,,,11-3 14-12 11-6  ,5,RR,Semipeadnii V.,R,,UKR,,,,1
Setka,301,20220610,107,Vons V.,R,,UKR,,,,11-9 5-11 6-11 11-8 11-5,5,RR,Slozka M.,R,,UKR,,,,1
Setka,301,20220610,108,Torba R.,R,,UKR,,,,11-5 11-9 10-12 11-13 11-7,5,RR,Nakliutskyi A.,R,,UKR,,,,1
Setka,301,20220610,109,Zemiantsev S.,R,,UKR,,,,6-11 11-7 11-5 11-9 ,5,RR,Horbanenko O.,R,,UKR,,,,1
Setka,301,20220610,110,Stukalov V.,R,,UKR,,,,11-6 7-11 4-11 11-9 11-9,5,RR,Tsoi K.,R,,UKR,,,,1
Setka,301,20220610,111,Zaitsev O.,R,,UKR,,,,7-11 10-12 7-11  ,5,RR,Baday M.,R,,UKR,,,,0
Setka,301,20220610,112,Skripnik S.,R,,UKR,,,,9-11 5-11 7-11  ,5,RR,Sklyarenko A.,R,,UKR,,,,0
Setka,301,20220610,113,Daragan S.,R,,UKR,,,,4-11 8-11 7-11  ,5,RR,Maltsev D.,R,,UKR,,,,0
Setka,301,20220610,114,Herink J.,R,,UKR,,,,6-11 12-10 11-9 5-11 11-5,5,RR,Lukes T.,R,,UKR,,,,1
Setka,301,20220610,115,Mikus D.,R,,UKR,,,,11-13 8-11 11-8 8-11 ,5,RR,Marko J.,R,,UKR,,,,0
Setka,301,20220610,116,Romanenko I.,R,,UKR,,,,8-11 8-11 10-12  ,5,RR,Dubrovin V.,R,,UKR,,,,0
Setka,301,20220610,117,Melnik V.,R,,UKR,,,,11-6 11-8 11-6  ,5,RR,Cherevko R.,R,,UKR,,,,1
Setka,301,20220610,118,Nikolenko S.,R,,UKR,,,,11-6 10-12 12-14 11-5 12-10,5,RR,Kuzmych V.,R,,UKR,,,,1
Setka,301,20220610,119,Yakubov M.,R,,UKR,,,,11-9 12-10 2-11 3-11 3-11,5,RR,Kunchurov D.,R,,UKR,,,,0
Setka,301,20220610,120,Zaporozhets R.,R,,UKR,,,,5-11 11-9 11-8 9-11 11-3,5,RR,Hubenko M.,R,,UKR,,,,1
Setka,301,20220610,121,Barsa T.,R,,UKR,,,,11-7 11-3 6-11 11-6 ,5,RR,Luder J.,R,,UKR,,,,1
Setka,301,20220610,122,Kolbasenko O.,R,,UKR,,,,9-11 9-11 12-10 8-11 ,5,RR,Nadporozhskyi O.,R,,UKR,,,,0
Setka,301,20220610,123,Zholubak R.,R,,UKR,,,,11-8 11-9 10-12 9-11 6-11,5,RR,Yurchenko K.,R,,UKR,,,,0
Setka,301,20220610,124,Plyska O.,R,,UKR,,,,11-7 13-11 14-12  ,5,RR,Pavelka J.,R,,UKR,,,,1
Setka,301,20220610,125,Lutskyi V.,R,,UKR,,,,13-11 11-9 11-6  ,5,RR,Vons V.,R,,UKR,,,,1
Setka,301,20220610,126,Mul S.,R,,UKR,,,,12-10 12-10 6-11 11-7 ,5,RR,Shkepu S.,R,,UKR,,,,1
Setka,301,20220610,127,Turek T.,R,,UKR,,,,9-11 4-11 9-11  ,5,RR,Cechvala R.,R,,UKR,,,,0
Setka,301,20220610,128,Masko Y.,R,,UKR,,,,13-15 8-11 11-4 11-7 11-6,5,RR,Zemiantsev S.,L,,UKR,,,,1
Setka,301,20220610,129,Hordiichuk O.,L,,UKR,,,,9-11 11-6 11-6 7-11 11-9,5,RR,Torba R.,R,,UKR,,,,1
Setka,301,20220610,130,Lushchyk A.,R,,UKR,,,,11-4 6-11 12-14 11-7 11-7,5,RR,Maliuk S.,R,,UKR,,,,1
Setka,301,20220610,131,Ponomarenko O.,R,,UKR,,,,5-11 11-7 11-8 5-11 11-4,5,RR,Yurenev O.,R,,UKR,,,,1
Setka,301,20220610,132,Zydel J.,R,,UKR,,,,9-11 2-11 2-11  ,5,RR,Zezule O.,R,,UKR,,,,0
Setka,301,20220610,133,Bochkovskyi V.,R,,UKR,,,,9-11 8-11 4-11  ,5,RR,Honchar Y.,R,,UKR,,,,0
Setka,301,20220610,134,Mrykh M.,R,,UKR,,,,11-5 11-7 13-11  ,5,RR,Mishchenko V.,R,,UKR,,,,1
Setka,301,20220610,135,Zimcik L.,R,,UKR,,,,11-9 11-5 11-3  ,5,RR,Sprongl J.,R,,UKR,,,,1
Setka,301,20220610,136,Fylypiv R.,R,,UKR,,,,4-11 11-9 11-6 11-3 ,5,RR,Maltsev D.,R,,UKR,,,,1
Setka,301,20220610,137,Lipkan D.,R,,UKR,,,,10-12 11-8 11-8 12-14 9-11,5,RR,Semipeadnii V.,R,,UKR,,,,0
Setka,301,20220610,138,Mikus D.,R,,UKR,,,,11-8 11-8 11-8  ,5,RR,Zachar M.,R,,UKR,,,,1
Setka,301,20220610,139,Melnik V.,R,,UKR,,,,11-7 15-13 15-13  ,5,RR,Baranovskiy S.,R,,UKR,,,,1
Setka,301,20220610,140,Rak S.,R,,UKR,,,,11-8 7-11 11-8 7-11 11-5,5,RR,Kuzmych V.,R,,UKR,,,,1
Setka,301,20220610,141,Barsa T.,R,,UKR,,,,5-11 6-11 8-11  ,5,RR,Zezule O.,R,,UKR,,,,0
Setka,301,20220610,142,Stukalov V.,R,,UKR,,,,11-8 11-9 11-6  ,5,RR,Yakubov M.,R,,UKR,,,,1
Setka,301,20220610,143,Ziakun O.,R,,UKR,,,,7-11 11-5 6-11 9-11 ,5,RR,Miroshnychenko S.,R,,UKR,,,,0
Setka,301,20220610,144,Drobov D.,R,,UKR,,,,11-5 11-5 11-3  ,5,RR,Vilenchyts N.,R,,UKR,,,,1
Setka,301,20220610,145,Skripnik S.,R,,UKR,,,,13-11 9-11 7-11 11-4 7-11,5,RR,Kolbasenko O.,R,,UKR,,,,0
Setka,301,20220610,146,Plyska O.,R,,UKR,,,,11-4 11-4 5-11 9-11 11-4,5,RR,Sprongl J.,R,,UKR,,,,1
Setka,301,20220610,147,Papirnik O.,R,,UKR,,,,8-11 10-12 9-11  ,5,RR,Marko J.,R,,UKR,,,,0
Setka,301,20220610,148,Romanenko I.,R,,UKR,,,,4-11 8-11 9-11  ,5,RR,Mul S.,R,,UKR,,,,0
Setka,301,20220610,149,Slozka M.,R,,UKR,,,,4-11 10-12 11-3 11-8 11-6,5,RR,Daragan S.,R,,UKR,,,,1
Setka,301,20220610,150,Horbanenko O.,R,,UKR,,,,11-9 6-11 11-8 10-12 8-11,5,RR,Cherevko R.,R,,UKR,,,,0
Setka,301,20220610,151,Nakliutskyi A.,R,,UKR,,,,2-11 7-11 11-9 12-14 ,5,RR,Nikolenko S.,R,,UKR,,,,0
Setka,301,20220610,152,Tsoi K.,R,,UKR,,,,11-13 12-10 9-11 11-7 11-5,5,RR,Yurenev O.,R,,UKR,,,,1
