tourney_name,draw_size,tourney_date,match-num,Player1_name,Player1_hand,Player1_ht,Player1_nat,Player1_age,Player1_rank,Player1_rankpoints,score,best_of,round,Player2_name,Player2_hand,Player2_ht,Player2_nat,Player2_age,Player2_rank,Player2_rankpoints,winner
Setka,301,20220613,860,Yushko R.,R,,UKR,,,,11-5 5-11 12-14 11-8 7-11,5,RR,Melashenko O.,L,,UKR,,,,0
Setka,301,20220613,861,Volkov P.,R,,UKR,,,,11-7 11-8 7-11 10-12 4-11,5,RR,Sokolov S.,R,,UKR,,,,0
Setka,301,20220613,862,Husiev V.,R,,UKR,,,,9-11 6-11 11-6 11-9 11-8,5,RR,Homylko A.,R,,UKR,,,,1
Setka,301,20220613,863,Balakiriev M.,R,,UKR,,,,8-11 8-11 6-11  ,5,RR,Polysynskyi M.,R,,UKR,,,,0
Setka,301,20220613,864,Bielokon Y.,R,,UKR,,,,5-11 11-4 12-10 5-11 5-11,5,RR,Yushko R.,R,,UKR,,,,0
Setka,301,20220613,865,Pitsyk S.,R,,UKR,,,,11-8 11-9 11-8  ,5,RR,Volkov P.,R,,UKR,,,,1
Setka,301,20220613,866,Skoryk O.,R,,UKR,,,,8-11 9-11 7-11  ,5,RR,Homylko A.,R,,UKR,,,,0
Setka,301,20220613,867,Bambutsa R.,R,,UKR,,,,12-10 11-5 12-10  ,5,RR,Polysynskyi M.,R,,UKR,,,,1
Setka,301,20220613,868,Skrypnyk O.,R,,UKR,,,,11-6 4-11 4-11 6-11 ,5,RR,Zhurba A.,R,,UKR,,,,0
Setka,301,20220613,869,Melashenko O.,R,,UKR,,,,11-6 12-10 7-11 5-11 7-11,5,RR,Husiev V.,R,,UKR,,,,0
Setka,301,20220613,870,Kodola V.,R,,UKR,,,,8-11 6-11 8-11  ,5,RR,Syniavskyi I.,R,,UKR,,,,0
Setka,301,20220613,871,Hot S.,R,,UKR,,,,7-11 9-11 11-5 11-4 5-11,5,RR,Kovalchuk O.,R,,UKR,,,,0
Setka,301,20220613,872,Sokolov S.,R,,UKR,,,,8-11 11-4 9-11 11-7 7-11,5,RR,Balakiriev M.,R,,UKR,,,,0
Setka,301,20220613,873,Datsenko A.,R,,UKR,,,,9-11 13-11 8-11 11-4 6-11,5,RR,Tur A.,R,,UKR,,,,0
Setka,301,20220613,874,Shpak A.,R,,UKR,,,,7-11 13-11 8-11 6-11 ,5,RR,Mykhailovsky K.,R,,UKR,,,,0
Setka,301,20220613,875,Moriak A.,R,,UKR,,,,11-4 11-8 8-11 11-9 ,5,RR,Shyshkin M.,R,,UKR,,,,1
Setka,301,20220613,876,Kovpak E.,R,,UKR,,,,9-11 5-11 10-12  ,5,RR,Strutynskyi O.,R,,UKR,,,,0
Setka,301,20220613,877,Skrypnyk O.,R,,UKR,,,,8-11 11-13 9-11  ,5,RR,Tur A.,R,,UKR,,,,0
Setka,301,20220613,878,Mukhin V.,R,,UKR,,,,11-9 4-11 7-11 2-11 ,5,RR,Stukalov V.,R,,UKR,,,,0
Setka,301,20220613,879,Loboda M.,R,,UKR,,,,7-11 11-3 12-10 11-6 ,5,RR,Potapov M.,R,,UKR,,,,1
Setka,301,20220613,880,Timpu S.,R,,UKR,,,,5-11 7-11 11-7 8-11 ,5,RR,Mokryak I.,R,,UKR,,,,0
Setka,301,20220613,881,Moshovkyi V.,R,,UKR,,,,9-11 11-13 11-8 3-11 ,5,RR,Mikhailovskiy Y.,R,,UKR,,,,0
Setka,301,20220613,882,Datsenko A.,R,,UKR,,,,3-11 8-11 12-14  ,5,RR,Zhurba A.,R,,UKR,,,,0
Setka,301,20220613,883,Sokur M.,R,,UKR,,,,6-11 8-11 9-11  ,5,RR,Nadporozhskyi O.,R,,UKR,,,,0
Setka,301,20220613,884,Lobanov A.,L,,UKR,,,,5-11 4-11 8-11  ,5,RR,Solomko S.,R,,UKR,,,,0
Setka,301,20220613,885,Cicmis D.,R,,UKR,,,,11-9 8-11 7-11 8-11 ,5,RR,Martinka S.,R,,UKR,,,,0
Setka,301,20220613,886,Kodola V.,R,,UKR,,,,6-11 11-7 3-11 7-11 ,5,RR,Mykhailovsky K.,R,,UKR,,,,0
Setka,301,20220613,887,Hot S.,R,,UKR,,,,11-13 12-10 8-11 8-11 ,5,RR,Shyshkin M.,R,,UKR,,,,0
Setka,301,20220613,888,Levyn S.,R,,UKR,,,,5-11 11-8 11-6 9-11 11-1,5,RR,Lazuryk D.,R,,UKR,,,,1
Setka,301,20220613,889,Skorobahatyi Y.,R,,UKR,,,,14-12 11-4 12-10  ,5,RR,Volynets O.,R,,UKR,,,,1
Setka,301,20220613,890,Skrypnyk O.,R,,UKR,,,,6-11 9-11 9-11  ,5,RR,Datsenko A.,R,,UKR,,,,0
Setka,301,20220613,891,Yakimenko S.,R,,UKR,,,,11-5 5-11 11-8 6-11 8-11,5,RR,Ponomarenko O.,R,,UKR,,,,0
Setka,301,20220613,892,Adam L.,R,,UKR,,,,8-11 10-12 2-11  ,5,RR,Sochor A.,R,,UKR,,,,0
Setka,301,20220613,893,Baghici I.,R,,UKR,,,,12-10 11-5 7-11 11-5 ,5,RR,Evstratii V.,R,,UKR,,,,1
Setka,301,20220613,894,Potapov M.,R,,UKR,,,,11-3 11-9 3-11 12-10 ,5,RR,Syniavskyi I.,R,,UKR,,,,1
Setka,301,20220613,895,Remen M.,R,,UKR,,,,4-11 5-11 9-11  ,5,RR,Valuch Jr. R.,R,,UKR,,,,0
Setka,301,20220613,896,Kolesnik Y.,R,,UKR,,,,11-5 6-11 9-11 4-11 ,5,RR,Rehotun D.,R,,UKR,,,,0
Setka,301,20220613,897,Mikhailovskiy Y.,R,,UKR,,,,11-8 12-10 9-11 11-9 ,5,RR,Kovalchuk O.,R,,UKR,,,,1
Setka,301,20220613,898,Kovpak E.,R,,UKR,,,,10-12 7-11 9-11  ,5,RR,Nadporozhskyi O.,R,,UKR,,,,0
Setka,301,20220613,899,Tur A.,R,,UKR,,,,5-11 5-11 6-11  ,5,RR,Zhurba A.,L,,UKR,,,,0
Setka,301,20220613,900,Mukhin V.,R,,UKR,,,,8-11 9-11 11-2 11-8 9-11,5,RR,Solomko S.,R,,UKR,,,,0
Setka,301,20220613,901,Zeman L.,R,,UKR,,,,11-9 6-11 11-8 7-11 2-11,5,RR,Chalupa J.,R,,UKR,,,,0
Setka,301,20220613,902,Gogora M.,R,,UKR,,,,12-10 8-11 11-9 5-11 6-11,5,RR,Martinka S.,R,,UKR,,,,0
Setka,301,20220613,903,Shpak A.,R,,UKR,,,,11-4 11-6 11-8  ,5,RR,Loboda M.,R,,UKR,,,,1
Setka,301,20220613,904,Timpu S.,R,,UKR,,,,11-6 8-11 11-8 4-11 6-11,5,RR,Vedernicov A.,R,,UKR,,,,0
Setka,301,20220613,905,Hnoievoi R.,R,,UKR,,,,11-6 11-4 6-11 11-3 ,5,RR,Isakov V.,R,,UKR,,,,1
Setka,301,20220613,906,Moriak A.,R,,UKR,,,,11-6 9-11 11-5 11-6 ,5,RR,Moshovkyi V.,R,,UKR,,,,1
Setka,301,20220613,907,Datsenko A.,R,,UKR,,,,7-11 9-11 11-8 10-12 ,5,RR,Skrypnyk O.,R,,UKR,,,,0
Setka,301,20220613,908,Volynets O.,R,,UKR,,,,6-11 8-11 3-11  ,5,RR,Strutynskyi O.,R,,UKR,,,,0
Setka,301,20220613,909,Ponomarenko O.,R,,UKR,,,,3-11 18-16 4-11 4-11 ,5,RR,Stukalov V.,R,,UKR,,,,0
Setka,301,20220613,910,Adam L.,R,,UKR,,,,6-11 8-11 6-11  ,5,RR,Chalupa J.,R,,UKR,,,,0
Setka,301,20220613,911,Evstratii V.,R,,UKR,,,,6-11 4-11 8-11  ,5,RR,Mokryak I.,R,,UKR,,,,0
Setka,301,20220613,912,Kodola V.,R,,UKR,,,,9-11 11-13 6-11  ,5,RR,Potapov M.,R,,UKR,,,,0
Setka,301,20220613,913,Hot S.,R,,UKR,,,,1-11 11-9 11-6 5-11 7-11,5,RR,Mikhailovskiy Y.,R,,UKR,,,,0
Setka,301,20220613,914,Cicmis D.,L,,UKR,,,,10-12 5-11 11-13  ,5,RR,Remen M.,R,,UKR,,,,0
Setka,301,20220613,915,Levyn S.,R,,UKR,,,,11-8 11-2 11-6  ,5,RR,Rehotun D.,R,,UKR,,,,1
Setka,301,20220613,916,Lobanov A.,R,,UKR,,,,11-7 11-8 11-9  ,5,RR,Yakimenko S.,L,,UKR,,,,1
Setka,301,20220613,917,Sokur M.,R,,UKR,,,,11-9 4-11 4-11 6-11 ,5,RR,Skorobahatyi Y.,R,,UKR,,,,0
Setka,301,20220613,918,Zhurba A.,R,,UKR,,,,11-9 12-10 11-6  ,5,RR,Tur A.,R,,UKR,,,,1
Setka,301,20220613,919,Zeman L.,R,,UKR,,,,11-6 11-9 9-11 11-1 ,5,RR,Sochor A.,R,,UKR,,,,1
Setka,301,20220613,920,Gogora M.,R,,UKR,,,,10-12 5-11 7-11  ,5,RR,Valuch Jr. R.,R,,UKR,,,,0
Setka,301,20220613,921,Loboda M.,R,,UKR,,,,11-7 11-4 12-14 11-9 ,5,RR,Mykhailovsky K.,R,,UKR,,,,1
Setka,301,20220613,922,Isakov V.,R,,UKR,,,,5-11 5-11 5-11  ,5,RR,Lazuryk D.,R,,UKR,,,,0
Setka,301,20220613,923,Moshovkyi V.,R,,UKR,,,,11-9 3-11 13-11 11-3 ,5,RR,Shyshkin M.,R,,UKR,,,,1
Setka,301,20220613,924,Kovpak E.,R,,UKR,,,,11-9 7-11 11-7 8-11 11-3,5,RR,Volynets O.,R,,UKR,,,,1
Setka,301,20220613,925,Zhurba A.,R,,UKR,,,,11-8 11-2 12-10  ,5,RR,Datsenko A.,R,,UKR,,,,1
Setka,301,20220613,926,Mukhin V.,R,,UKR,,,,11-9 11-8 11-7  ,5,RR,Ponomarenko O.,R,,UKR,,,,1
Setka,301,20220613,927,Adam L.,R,,UKR,,,,11-9 2-11 6-11 8-11 ,5,RR,Zeman L.,R,,UKR,,,,0
Setka,301,20220613,928,Remen M.,R,,UKR,,,,7-11 7-11 10-12  ,5,RR,Martinka S.,R,,UKR,,,,0
Setka,301,20220613,929,Shpak A.,R,,UKR,,,,11-2 11-5 11-9  ,5,RR,Syniavskyi I.,R,,UKR,,,,1
Setka,301,20220613,930,Timpu S.,R,,UKR,,,,11-9 11-5 11-7  ,5,RR,Evstratii V.,R,,UKR,,,,1
Setka,301,20220613,931,Kolesnik Y.,R,,UKR,,,,11-6 11-9 8-11 7-11 7-11,5,RR,Hnoievoi R.,R,,UKR,,,,0
Setka,301,20220613,932,Moriak A.,R,,UKR,,,,11-6 5-11 11-9 11-13 9-11,5,RR,Kovalchuk O.,R,,UKR,,,,0
Setka,301,20220613,933,Skorobahatyi Y.,R,,UKR,,,,11-9 11-5 11-8  ,5,RR,Nadporozhskyi O.,R,,UKR,,,,1
Setka,301,20220613,934,Tur A.,R,,UKR,,,,11-8 5-11 11-6 11-6 ,5,RR,Skrypnyk O.,R,,UKR,,,,1
Setka,301,20220613,935,Yakimenko S.,R,,UKR,,,,8-11 10-12 2-11  ,5,RR,Solomko S.,R,,UKR,,,,0
Setka,301,20220613,936,Chalupa J.,R,,UKR,,,,12-10 11-8 11-8  ,5,RR,Sochor A.,R,,UKR,,,,1
Setka,301,20220613,937,Cicmis D.,R,,UKR,,,,11-9 4-11 5-11 6-11 ,5,RR,Valuch Jr. R.,R,,UKR,,,,0
Setka,301,20220613,938,Kodola V.,R,,UKR,,,,11-6 16-18 3-11 6-11 ,5,RR,Loboda M.,R,,UKR,,,,0
Setka,301,20220613,939,Baghici I.,R,,UKR,,,,11-5 11-7 11-6  ,5,RR,Vedernicov A.,R,,UKR,,,,1
Setka,301,20220613,940,Hot S.,L,,UKR,,,,12-10 4-11 5-11 6-11 ,5,RR,Moshovkyi V.,R,,UKR,,,,0
Setka,301,20220613,941,Levyn S.,L,,UKR,,,,11-7 8-11 5-11 8-11 ,5,RR,Isakov V.,R,,UKR,,,,0
Setka,301,20220613,942,Sokur M.,R,,UKR,,,,8-11 6-11 7-11  ,5,RR,Strutynskyi O.,R,,UKR,,,,0
Setka,301,20220613,943,Zhurba A.,R,,UKR,,,,10-12 7-11 11-8 11-8 11-7,5,RR,Skrypnyk O.,R,,UKR,,,,1
Setka,301,20220613,944,Lobanov A.,R,,UKR,,,,11-5 11-7 10-12 14-16 11-6,5,RR,Stukalov V.,R,,UKR,,,,1
Setka,301,20220613,945,Gogora M.,R,,UKR,,,,7-11 9-11 4-11  ,5,RR,Remen M.,R,,UKR,,,,0
Setka,301,20220613,946,Shpak A.,R,,UKR,,,,8-11 11-8 5-11 7-11 ,5,RR,Potapov M.,L,,UKR,,,,0
Setka,301,20220613,947,Sochor A.,R,,UKR,,,,11-7 11-8 11-7  ,5,RR,Adam L.,R,,UKR,,,,1
Setka,301,20220613,948,Hnoievoi R.,R,,UKR,,,,8-11 11-2 11-13 11-4 2-11,5,RR,Rehotun D.,R,,UKR,,,,0
Setka,301,20220613,949,Moriak A.,R,,UKR,,,,8-11 11-7 11-9 9-11 9-11,5,RR,Mikhailovskiy Y.,R,,UKR,,,,0
Setka,301,20220613,950,Kovpak E.,R,,UKR,,,,11-8 11-9 6-11 3-11 9-11,5,RR,Skorobahatyi Y.,R,,UKR,,,,0
Setka,301,20220613,951,Tur A.,R,,UKR,,,,9-11 12-10 11-9 6-11 11-9,5,RR,Datsenko A.,R,,UKR,,,,1
Setka,301,20220613,952,Mukhin V.,R,,UKR,,,,11-4 7-11 9-11 11-9 8-11,5,RR,Yakimenko S.,R,,UKR,,,,0
Setka,301,20220613,953,Chalupa J.,R,,UKR,,,,11-13 11-5 10-12 11-6 11-9,5,RR,Zeman L.,R,,UKR,,,,1
Setka,301,20220613,954,Mykhailovsky K.,R,,UKR,,,,7-11 11-8 11-5 11-7 ,5,RR,Syniavskyi I.,R,,UKR,,,,1
Setka,301,20220613,955,Timpu S.,R,,UKR,,,,11-3 10-12 5-11 11-9 11-8,5,RR,Baghici I.,R,,UKR,,,,1
Setka,301,20220613,956,Valuch Jr. R.,R,,UKR,,,,11-13 7-11 11-8 11-9 9-11,5,RR,Martinka S.,R,,UKR,,,,0
Setka,301,20220613,957,Kolesnik Y.,R,,UKR,,,,1-11 6-11 5-11  ,5,RR,Lazuryk D.,R,,UKR,,,,0
Setka,301,20220613,958,Shyshkin M.,R,,UKR,,,,10-12 8-11 10-12  ,5,RR,Kovalchuk O.,R,,UKR,,,,0
Setka,301,20220613,959,Sokur M.,R,,UKR,,,,6-11 6-11 6-11  ,5,RR,Volynets O.,R,,UKR,,,,0
Setka,301,20220613,960,Baday M.,R,,UKR,,,,2-11 8-11 12-10 12-10 11-8,5,RR,Chuhai S.,R,,UKR,,,,1
Setka,301,20220613,961,Klymenko K.,R,,UKR,,,,11-9 12-14 6-11 8-11 ,5,RR,Kovshun Y.,R,,UKR,,,,0
Setka,301,20220613,962,Lobanov A.,R,,UKR,,,,11-7 11-6 11-9  ,5,RR,Ponomarenko O.,R,,UKR,,,,1
Setka,301,20220613,963,Barsa T.,R,,UKR,,,,7-11 11-8 14-12 9-11 11-3,5,RR,Sabuka D.,R,,UKR,,,,1
Setka,301,20220613,964,Gogora M.,R,,UKR,,,,12-10 12-10 11-7  ,5,RR,Cicmis D.,R,,UKR,,,,1
Setka,301,20220613,965,Kodola V.,R,,UKR,,,,10-12 11-8 11-5 7-11 10-12,5,RR,Shpak A.,R,,UKR,,,,0
Setka,301,20220613,966,Hot S.,R,,UKR,,,,3-11 7-11 10-12  ,5,RR,Moriak A.,R,,UKR,,,,0
Setka,301,20220613,967,Levyn S.,R,,UKR,,,,5-11 13-15 11-8 9-11 ,5,RR,Hnoievoi R.,R,,UKR,,,,0
Setka,301,20220613,968,Nadporozhskyi O.,R,,UKR,,,,11-9 9-11 5-11 10-12 ,5,RR,Strutynskyi O.,R,,UKR,,,,0
Setka,301,20220613,969,Osadchiy O.,R,,UKR,,,,11-8 11-4 10-12 6-11 2-11,5,RR,Semenets S.,R,,UKR,,,,0
Setka,301,20220613,970,Solomko S.,R,,UKR,,,,9-11 11-4 11-6 11-8 ,5,RR,Stukalov V.,R,,UKR,,,,1
Setka,301,20220613,971,Tveritinov R.,R,,UKR,,,,11-8 11-9 11-7  ,5,RR,Prilepa D.,R,,UKR,,,,1
Setka,301,20220613,972,Burdelnyi S.,R,,UKR,,,,8-11 6-11 8-11  ,5,RR,Kondratenko V.,L,,UKR,,,,0
Setka,301,20220613,973,Loboda M.,R,,UKR,,,,11-9 7-11 7-11 11-2 11-6,5,RR,Syniavskyi I.,L,,UKR,,,,1
Setka,301,20220613,974,Lukes T.,L,,UKR,,,,13-11 11-7 3-11 7-11 11-9,5,RR,Stacho L.,R,,UKR,,,,1
Setka,301,20220613,975,Martinka S.,R,,UKR,,,,6-11 5-11 4-11  ,5,RR,Valuch Jr. R.,R,,UKR,,,,0
Setka,301,20220613,976,Vedernicov A.,R,,UKR,,,,9-11 3-11 4-11  ,5,RR,Mokryak I.,R,,UKR,,,,0
Setka,301,20220613,977,Kolesnik Y.,R,,UKR,,,,11-8 11-8 11-8  ,5,RR,Isakov V.,R,,UKR,,,,1
Setka,301,20220613,978,Moshovkyi V.,R,,UKR,,,,11-3 11-7 5-11 9-11 10-12,5,RR,Kovalchuk O.,R,,UKR,,,,0
Setka,301,20220613,979,Kovpak E.,R,,UKR,,,,11-6 8-11 8-11 11-5 10-12,5,RR,Sokur M.,R,,UKR,,,,0
Setka,301,20220613,980,Sedin V.,R,,UKR,,,,9-11 6-11 7-11  ,5,RR,Fedoryshyn I.,R,,UKR,,,,0
Setka,301,20220613,981,Kucheryavyi V.,R,,UKR,,,,7-11 11-5 7-11 3-11 ,5,RR,Melnykov V.,R,,UKR,,,,0
Setka,301,20220613,982,Mukhin V.,R,,UKR,,,,11-6 5-11 5-11 9-11 ,5,RR,Lobanov A.,R,,UKR,,,,0
Setka,301,20220613,983,Barsa T.,R,,UKR,,,,12-10 11-9 9-11 11-7 ,5,RR,Stacho L.,R,,UKR,,,,1
Setka,301,20220613,984,Potapov M.,R,,UKR,,,,8-11 4-11 11-8 11-3 11-5,5,RR,Mykhailovsky K.,R,,UKR,,,,1
Setka,301,20220613,985,Remen M.,R,,UKR,,,,14-16 11-9 6-11 11-4 10-12,5,RR,Gogora M.,R,,UKR,,,,0
Setka,301,20220613,986,Mikhailovskiy Y.,R,,UKR,,,,11-8 7-11 9-11 11-5 11-8,5,RR,Shyshkin M.,R,,UKR,,,,1
Setka,301,20220613,987,Rehotun D.,R,,UKR,,,,4-11 5-11 7-11  ,5,RR,Lazuryk D.,R,,UKR,,,,0
Setka,301,20220613,988,Baday M.,R,,UKR,,,,11-5 11-13 11-9 7-11 11-6,5,RR,Prilepa D.,R,,UKR,,,,1
Setka,301,20220613,989,Mytsyk A.,R,,UKR,,,,0-11 0-11 0-11  ,5,RR,Dekhtiarenko A.,R,,UKR,,,,0
Setka,301,20220613,990,Klymenko K.,R,,UKR,,,,5-11 6-11 14-12 7-11 ,5,RR,Semenets S.,R,,UKR,,,,0
Setka,301,20220613,991,Populovskyi E.,R,,UKR,,,,11-9 11-8 11-4  ,5,RR,Vasylyshyn I.,R,,UKR,,,,1
Setka,301,20220613,992,Lukes T.,R,,UKR,,,,11-8 11-2 11-6  ,5,RR,Sabuka D.,R,,UKR,,,,1
Setka,301,20220613,993,Baghici I.,R,,UKR,,,,6-11 7-11 5-11  ,5,RR,Mokryak I.,R,,UKR,,,,0
Setka,301,20220613,994,Yurchenko K.,R,,UKR,,,,11-6 11-9 11-5  ,5,RR,Verbianyi V.,R,,UKR,,,,1
Setka,301,20220613,995,Bindas O.,R,,UKR,,,,4-11 12-10 10-12 12-10 11-7,5,RR,Pesternikov D.,R,,UKR,,,,1
Setka,301,20220613,996,Levyn S.,R,,UKR,,,,11-2 7-11 12-10 11-6 ,5,RR,Kolesnik Y.,R,,UKR,,,,1
Setka,301,20220613,997,Fedoryshyn I.,R,,UKR,,,,11-7 11-9 11-8  ,5,RR,Chuhai S.,R,,UKR,,,,1
Setka,301,20220613,998,Volynets O.,R,,UKR,,,,8-11 9-11 9-11  ,5,RR,Nadporozhskyi O.,R,,UKR,,,,0
Setka,301,20220613,999,Melnykov V.,R,,UKR,,,,12-10 9-11 4-11 13-11 7-11,5,RR,Kovshun Y.,R,,UKR,,,,0
Setka,301,20220613,1000,Ponomarenko O.,R,,UKR,,,,11-6 11-7 11-9  ,5,RR,Solomko S.,R,,UKR,,,,1
Setka,301,20220613,1001,Burdelnyi S.,R,,UKR,,,,11-8 2-11 8-11 11-8 12-10,5,RR,Dekhtiarenko A.,R,,UKR,,,,1
Setka,301,20220613,1002,Barsa T.,R,,UKR,,,,11-4 8-11 11-9 8-11 11-6,5,RR,Lukes T.,R,,UKR,,,,1
Setka,301,20220613,1003,Danyliuk N.,R,,UKR,,,,11-6 7-11 5-11 6-11 ,5,RR,Lyevshyn V.,R,,UKR,,,,0
Setka,301,20220613,1004,Evstratii V.,L,,UKR,,,,11-7 6-11 9-11 11-6 8-11,5,RR,Vedernicov A.,R,,UKR,,,,0
Setka,301,20220613,1005,Hnoievoi R.,R,,UKR,,,,7-11 11-7 5-11 6-11 ,5,RR,Lazuryk D.,R,,UKR,,,,0
Setka,301,20220613,1006,Kushnir V.,R,,UKR,,,,7-11 10-12 8-11  ,5,RR,Kistechko M.,L,,UKR,,,,0
Setka,301,20220613,1007,Tveritinov R.,R,,UKR,,,,11-5 6-11 8-11 11-5 11-8,5,RR,Sedin V.,R,,UKR,,,,1
Setka,301,20220613,1008,Grinenko K.,R,,UKR,,,,6-11 11-3 13-11 11-4 ,5,RR,Husiev V.,R,,UKR,,,,1
Setka,301,20220613,1009,Osadchiy O.,R,,UKR,,,,6-11 11-6 8-11 7-11 ,5,RR,Kucheryavyi V.,R,,UKR,,,,0
Setka,301,20220613,1010,Vasylyshyn I.,R,,UKR,,,,8-11 11-5 11-4 11-5 ,5,RR,Kondratenko V.,R,,UKR,,,,1
Setka,301,20220613,1011,Stacho L.,R,,UKR,,,,11-2 11-6 6-11 9-11 11-2,5,RR,Sabuka D.,R,,UKR,,,,1
Setka,301,20220613,1012,Pashkevich R.,R,,UKR,,,,11-8 11-7 11-8  ,5,RR,Kovik I.,R,,UKR,,,,1
Setka,301,20220613,1013,Pavlyuk O.,R,,UKR,,,,8-11 15-17 11-4 9-11 ,5,RR,Verbianyi V.,R,,UKR,,,,0
Setka,301,20220613,1014,Isakov V.,R,,UKR,,,,9-11 9-11 11-9 6-11 ,5,RR,Rehotun D.,R,,UKR,,,,0
Setka,301,20220613,1015,Kravets Y.,R,,UKR,,,,9-11 3-11 9-11  ,5,RR,Pesternikov D.,R,,UKR,,,,0
Setka,301,20220613,1016,Baday M.,R,,UKR,,,,3-11 11-6 6-11 8-11 ,5,RR,Fedoryshyn I.,R,,UKR,,,,0
Setka,301,20220613,1017,Klymenko K.,R,,UKR,,,,11-6 6-11 3-11 4-11 ,5,RR,Melnykov V.,R,,UKR,,,,0
Setka,301,20220613,1018,Scherbak A.,R,,UKR,,,,7-11 5-11 2-11  ,5,RR,Skoryk O.,R,,UKR,,,,0
Setka,301,20220613,1019,Mytsyk A.,R,,UKR,,,,8-11 5-11 8-11  ,5,RR,Populovskyi E.,R,,UKR,,,,0
Setka,301,20220613,1020,Crainiucov G.,R,,UKR,,,,8-11 11-6 11-9 5-11 8-11,5,RR,Uzun N.,R,,UKR,,,,0
Setka,301,20220613,1021,Lukes T.,R,,UKR,,,,7-11 11-8 8-11 11-5 11-9,5,RR,Barsa T.,R,,UKR,,,,1
Setka,301,20220613,1022,Yurchenko K.,R,,UKR,,,,12-10 11-7 11-6  ,5,RR,Danyliuk N.,R,,UKR,,,,1
Setka,301,20220613,1023,Bindas O.,R,,UKR,,,,8-11 11-7 11-6 11-7 ,5,RR,Kushnir V.,R,,UKR,,,,1
Setka,301,20220613,1024,Peretiatko A.,R,,UKR,,,,8-11 11-13 13-11 2-11 ,5,RR,Samofal Y.,R,,UKR,,,,0
Setka,301,20220613,1025,Sedin V.,R,,UKR,,,,11-9 11-7 11-6  ,5,RR,Prilepa D.,R,,UKR,,,,1
Setka,301,20220613,1026,Bielokon Y.,R,,UKR,,,,9-11 7-11 11-3 8-11 ,5,RR,Melashenko O.,R,,UKR,,,,0
Setka,301,20220613,1027,Kucheryavyi V.,R,,UKR,,,,8-11 10-12 11-7 6-11 ,5,RR,Semenets S.,R,,UKR,,,,0
Setka,301,20220613,1028,Burdelnyi S.,R,,UKR,,,,4-11 4-11 5-11  ,5,RR,Vasylyshyn I.,R,,UKR,,,,0
Setka,301,20220613,1029,Mischenko S.,R,,UKR,,,,7-11 11-9 11-7 11-5 ,5,RR,Paniivan H.,R,,UKR,,,,1
Setka,301,20220613,1030,Pavlyuk O.,R,,UKR,,,,9-11 5-11 12-10 11-9 11-6,5,RR,Lyevshyn V.,R,,UKR,,,,1
Setka,301,20220613,1031,Sabuka D.,R,,UKR,,,,2-11 4-11 10-12  ,5,RR,Stacho L.,R,,UKR,,,,0
Setka,301,20220613,1032,Kravets Y.,R,,UKR,,,,5-11 13-11 10-12 10-12 ,5,RR,Kistechko M.,R,,UKR,,,,0
Setka,301,20220613,1033,Pereyaslavsky D.,R,,UKR,,,,8-11 8-11 8-11  ,5,RR,Homylko A.,R,,UKR,,,,0
Setka,301,20220613,1034,Tveritinov R.,R,,UKR,,,,6-11 9-11 15-17  ,5,RR,Chuhai S.,R,,UKR,,,,0
Setka,301,20220613,1035,Grinenko K.,L,,UKR,,,,9-11 6-11 11-7 9-11 ,5,RR,Skoryk O.,R,,UKR,,,,0
Setka,301,20220613,1036,Osadchiy O.,R,,UKR,,,,7-11 6-11 11-9 9-11 ,5,RR,Kovshun Y.,L,,UKR,,,,0
Setka,301,20220613,1037,Populovskyi E.,R,,UKR,,,,11-9 3-11 7-11 9-11 ,5,RR,Dekhtiarenko A.,R,,UKR,,,,0
Setka,301,20220613,1038,Kocvara M.,R,,UKR,,,,11-4 5-11 11-9 11-3 ,5,RR,Adam L.,R,,UKR,,,,1
Setka,301,20220613,1039,Danyliuk N.,R,,UKR,,,,5-11 11-9 9-11 7-11 ,5,RR,Verbianyi V.,R,,UKR,,,,0
Setka,301,20220613,1040,Pashkevich R.,R,,UKR,,,,3-11 8-11 3-11  ,5,RR,Uzun N.,L,,UKR,,,,0
Setka,301,20220613,1041,Kushnir V.,R,,UKR,,,,11-13 11-7 3-11 11-9 6-11,5,RR,Pesternikov D.,L,,UKR,,,,0
Setka,301,20220613,1042,Sokoltsov Y.,R,,UKR,,,,11-8 11-5 7-11 11-9 ,5,RR,Kostiuk B.,R,,UKR,,,,1
Setka,301,20220613,1043,Baday M.,R,,UKR,,,,11-9 2-11 11-7 12-10 ,5,RR,Sedin V.,R,,UKR,,,,1
Setka,301,20220613,1044,Klymenko K.,R,,UKR,,,,12-10 11-5 8-11 10-12 8-11,5,RR,Kucheryavyi V.,R,,UKR,,,,0
Setka,301,20220613,1045,Melashenko O.,R,,UKR,,,,11-9 11-7 6-11 12-14 3-11,5,RR,Husiev V.,R,,UKR,,,,0
Setka,301,20220613,1046,Mytsyk A.,R,,UKR,,,,11-4 11-8 3-11 11-7 ,5,RR,Kondratenko V.,R,,UKR,,,,1
Setka,301,20220613,1047,Chalupa J.,R,,UKR,,,,13-11 5-11 11-9 11-8 ,5,RR,Zeman L.,R,,UKR,,,,1
Setka,301,20220613,1048,Paniivan H.,R,,UKR,,,,11-6 11-9 11-5  ,5,RR,Kovik I.,R,,UKR,,,,1
